,Temp_Avg_C,Temp_Max_C,Temp_Min_C,Humidity_%,WindSpeed_ms,Solar_MJm2day,Rainfall_mm
2020-02-01,18.41,20.82,15.23,89.69,1.34,15.18,32.21
2020-02-02,19.79,25.2,14.77,80.91,1.14,16.66,3.77
2020-02-03,20.92,25.93,16.59,82.76,0.88,20.25,17.94
2020-02-04,20.44,24.87,17.47,82.67,0.99,18.99,6.75
2020-02-05,20.69,25.69,16.19,81.67,0.97,11.19,6.2
2020-02-06,19.59,24.08,16.67,87.95,1.28,14.84,5.25
2020-02-07,20.81,26.84,15.23,80.55,1.45,24.8,0.33
2020-02-08,21.73,27.58,16.77,75.77,1.82,25.12,0.04
2020-02-09,21.53,28.13,15.96,73.56,1.79,27.5,0.01
2020-02-10,21.8,28.35,16.04,68.48,1.77,26.94,0.0
2020-02-11,21.95,28.88,15.27,68.75,1.68,26.35,0.01
2020-02-12,22.54,29.14,16.58,68.22,1.19,24.23,0.11
2020-02-13,20.94,26.26,16.4,78.48,2.09,20.72,1.33
2020-02-14,20.19,25.28,16.24,82.96,1.88,17.62,1.21
2020-02-15,20.7,26.42,16.38,83.3,1.19,18.41,0.49
2020-02-16,20.35,26.25,15.4,78.92,1.23,22.26,0.14
2020-02-17,21.02,26.22,15.28,76.17,1.41,23.75,0.17
2020-02-18,22.0,27.56,16.65,75.67,1.46,17.18,0.25
2020-02-19,21.14,25.37,17.25,78.91,1.04,17.2,4.28
2020-02-20,21.45,26.67,16.12,78.1,1.3,19.38,6.15
2020-02-21,21.37,26.18,16.66,80.94,1.32,17.76,3.77
2020-02-22,22.11,26.88,17.4,78.07,1.31,17.81,0.49
2020-02-23,21.62,26.48,16.36,80.59,1.67,17.86,0.26
2020-02-24,21.75,26.74,17.84,78.93,1.19,10.7,5.72
2020-02-25,21.74,26.93,16.78,78.04,1.2,19.87,15.65
2020-02-26,22.13,27.31,17.38,76.14,1.66,21.77,5.77
2020-02-27,20.6,24.03,17.92,85.65,1.23,15.33,19.68
2020-02-28,20.01,22.81,17.38,86.45,1.09,5.1,14.28
2020-02-29,21.42,27.13,16.51,79.25,1.02,22.28,6.2
2020-03-01,21.61,27.36,16.11,82.36,1.19,21.86,17.89
2020-03-02,20.62,24.18,17.49,83.36,1.03,16.25,18.72
2020-03-03,21.46,26.96,15.95,77.85,1.32,22.12,2.2
2020-03-04,20.48,24.06,17.57,82.41,1.09,15.5,1.16
2020-03-05,20.72,26.25,16.63,82.64,1.21,22.61,2.28
2020-03-06,21.87,27.33,15.78,76.53,0.91,17.64,1.4
2020-03-07,21.57,26.71,16.63,78.38,1.33,18.42,1.21
2020-03-08,21.89,27.21,16.71,79.68,1.22,16.28,3.78
2020-03-09,21.55,26.72,17.04,82.81,1.35,15.36,9.74
2020-03-10,22.07,28.36,17.22,78.56,1.36,18.07,3.44
2020-03-11,21.32,25.88,16.72,81.92,1.33,16.49,6.22
2020-03-12,21.45,26.24,17.3,83.85,1.31,14.43,1.17
2020-03-13,20.72,25.08,17.32,85.35,1.4,11.98,3.14
2020-03-14,20.9,24.42,16.94,82.27,1.12,21.46,1.47
2020-03-15,21.17,26.59,16.54,85.13,1.23,20.33,8.42
2020-03-16,21.89,27.5,17.01,81.76,1.25,17.87,4.28
2020-03-17,21.22,26.77,16.26,79.55,1.4,21.61,2.71
2020-03-18,20.12,23.5,17.06,83.56,1.41,10.49,6.49
2020-03-19,19.97,24.18,16.41,82.9,1.0,17.54,2.89
2020-03-20,20.86,26.56,15.87,82.66,1.56,21.22,3.89
2020-03-21,20.34,23.92,16.83,87.33,1.62,16.52,27.75
2020-03-22,20.89,26.3,16.16,81.01,1.99,20.82,8.59
2020-03-23,20.45,25.69,15.28,81.96,1.54,23.16,5.74
2020-03-24,19.54,22.11,17.43,88.18,1.23,16.33,2.65
2020-03-25,19.16,23.15,16.2,88.86,1.3,7.51,27.64
2020-03-26,20.18,24.95,15.91,83.77,1.16,18.43,1.3
2020-03-27,20.05,24.13,16.72,85.86,0.77,10.48,14.29
2020-03-28,19.92,23.21,16.82,80.45,0.82,15.65,5.7
2020-03-29,20.14,24.68,15.14,79.69,1.06,10.66,4.2
2020-03-30,20.76,26.35,15.65,78.09,1.24,20.99,3.96
2020-03-31,19.93,23.17,16.53,83.09,1.05,18.19,2.67
2020-04-01,20.7,25.85,17.06,85.19,1.49,19.11,3.04
2020-04-02,20.41,24.77,15.95,87.15,1.39,22.68,5.63
2020-04-03,21.0,26.38,16.04,82.15,1.34,16.14,2.94
2020-04-04,20.7,26.13,16.82,84.92,1.68,22.14,3.2
2020-04-05,20.37,25.1,16.33,83.66,1.39,20.0,1.86
2020-04-06,20.63,26.89,15.56,81.07,1.46,22.04,0.69
2020-04-07,21.43,27.72,15.64,73.55,1.22,21.4,1.04
2020-04-08,20.98,26.28,15.88,81.74,1.64,21.44,0.91
2020-04-09,20.68,24.82,16.92,84.92,1.6,20.24,1.32
2020-04-10,20.4,24.48,16.97,84.83,2.1,14.07,1.34
2020-04-11,20.64,26.31,15.91,84.31,2.12,17.69,0.7
2020-04-12,20.92,25.8,17.02,84.43,1.8,17.67,2.49
2020-04-13,20.86,25.93,16.44,85.86,1.35,15.95,3.62
2020-04-14,20.93,25.91,16.98,85.19,1.23,10.36,3.81
2020-04-15,20.58,24.04,17.44,88.21,0.95,18.4,1.21
2020-04-16,21.02,25.49,17.97,84.79,1.13,20.8,3.94
2020-04-17,20.64,24.62,17.78,86.57,1.12,15.42,11.23
2020-04-18,20.7,25.0,17.29,85.61,1.4,6.35,16.85
2020-04-19,19.78,23.44,17.4,83.83,1.3,14.55,33.01
2020-04-20,19.35,23.37,16.58,87.88,1.24,10.18,35.56
2020-04-21,19.56,22.44,17.14,85.33,0.81,15.56,23.0
2020-04-22,20.62,25.6,15.76,79.67,0.77,13.51,35.62
2020-04-23,20.93,25.9,16.38,82.5,0.78,16.2,4.32
2020-04-24,20.68,24.97,17.43,84.88,0.93,17.4,25.66
2020-04-25,20.11,23.29,17.35,85.66,0.96,13.58,31.8
2020-04-26,20.53,25.51,15.97,83.12,1.2,19.44,2.43
2020-04-27,19.2,23.03,16.46,92.04,1.53,13.73,20.67
2020-04-28,19.81,24.39,16.57,84.43,1.55,15.79,2.58
2020-04-29,19.16,24.1,15.5,89.26,1.44,7.67,28.17
2020-04-30,19.45,23.67,15.83,86.95,1.67,12.24,10.2
2020-05-01,19.6,24.08,15.24,87.89,1.41,19.11,3.4
2020-05-02,20.24,24.99,16.94,86.36,2.04,8.66,6.13
2020-05-03,20.54,24.85,17.15,83.52,1.2,19.38,5.25
2020-05-04,20.65,26.36,15.45,81.1,1.4,22.46,0.03
2020-05-05,20.59,24.97,17.21,86.4,1.68,16.93,3.51
2020-05-06,19.78,23.82,17.16,90.25,2.03,18.58,13.02
2020-05-07,19.87,24.26,16.77,88.67,2.03,17.0,5.14
2020-05-08,19.76,24.35,16.69,87.13,2.05,19.08,2.63
2020-05-09,19.71,24.39,16.32,87.68,2.03,16.46,9.94
2020-05-10,19.24,23.35,16.39,86.37,1.89,14.34,3.86
2020-05-11,18.81,22.19,15.93,88.81,1.73,12.71,4.96
2020-05-12,18.83,23.57,15.45,90.02,1.88,13.42,1.7
2020-05-13,19.82,24.71,15.13,87.23,1.49,20.29,1.85
2020-05-14,19.94,23.85,16.21,88.78,1.16,18.53,5.97
2020-05-15,20.54,24.88,15.39,83.86,1.0,17.36,1.37
2020-05-16,19.79,24.14,16.17,87.59,1.76,18.19,8.01
2020-05-17,20.0,25.04,16.13,87.06,1.79,18.38,5.85
2020-05-18,19.69,24.77,15.85,86.21,1.82,19.6,1.21
2020-05-19,19.57,25.14,15.17,82.51,1.67,20.75,0.15
2020-05-20,19.54,25.05,14.46,84.28,1.8,20.09,2.2
2020-05-21,19.8,24.4,16.6,85.68,2.22,16.24,0.12
2020-05-22,19.79,25.01,15.38,82.97,1.92,16.91,0.0
2020-05-23,19.25,24.56,14.98,82.03,1.77,21.24,0.0
2020-05-24,19.25,25.2,14.56,80.25,1.73,22.24,0.0
2020-05-25,19.46,25.37,13.5,82.43,1.46,22.79,0.0
2020-05-26,20.02,25.81,14.64,83.28,1.42,21.59,0.02
2020-05-27,20.55,26.29,15.38,83.37,1.61,21.25,0.02
2020-05-28,20.58,26.08,15.71,82.14,1.8,21.35,0.03
2020-05-29,20.63,26.16,15.92,81.03,1.81,18.71,0.07
2020-05-30,20.02,25.25,15.43,83.89,1.92,20.48,0.08
2020-05-31,19.49,24.76,14.73,81.05,2.15,23.53,0.0
2020-06-01,19.36,25.03,14.38,82.0,1.96,24.03,0.0
2020-06-02,19.6,24.82,14.45,81.62,2.16,22.05,0.0
2020-06-03,19.82,24.72,15.48,81.71,2.12,20.04,0.01
2020-06-04,19.72,24.72,15.66,82.51,1.89,19.28,0.01
2020-06-05,18.97,23.29,15.29,81.29,1.67,21.28,0.24
2020-06-06,19.43,25.48,14.03,79.38,1.55,22.12,0.25
2020-06-07,19.61,25.35,14.4,79.97,1.63,21.35,0.1
2020-06-08,19.59,24.73,15.08,81.44,1.98,18.51,0.68
2020-06-09,19.79,24.55,15.54,82.52,1.89,16.22,2.02
2020-06-10,18.56,21.68,15.86,84.15,1.6,13.56,0.9
2020-06-11,19.37,24.03,15.43,81.55,1.11,11.82,1.62
2020-06-12,19.83,24.88,15.06,83.2,1.31,17.38,3.58
2020-06-13,18.45,21.2,16.2,90.37,1.52,12.86,10.77
2020-06-14,19.08,23.44,15.31,86.79,1.46,13.46,5.61
2020-06-15,18.5,21.25,16.66,85.11,1.6,13.25,0.23
2020-06-16,19.02,24.08,14.94,81.05,1.77,16.73,0.04
2020-06-17,18.69,23.93,14.79,80.33,2.04,18.02,0.04
2020-06-18,18.49,24.08,14.04,77.3,2.06,20.73,0.0
2020-06-19,18.39,24.34,12.71,80.75,1.86,18.47,0.02
2020-06-20,19.04,24.54,14.39,80.6,1.83,17.67,1.8
2020-06-21,18.92,24.22,13.87,82.72,1.95,15.86,3.16
2020-06-22,19.08,24.48,14.38,82.84,1.46,12.49,1.2
2020-06-23,19.08,24.52,14.68,81.6,1.91,18.39,0.66
2020-06-24,19.06,24.21,14.51,82.06,2.11,15.28,0.94
2020-06-25,18.98,24.92,13.92,80.91,2.17,19.27,0.23
2020-06-26,19.09,25.3,13.4,78.59,1.95,19.44,0.12
2020-06-27,18.87,24.14,13.17,80.22,1.84,17.4,0.75
2020-06-28,19.36,24.96,14.18,79.81,1.95,18.33,0.32
2020-06-29,19.17,24.91,13.73,78.49,2.29,20.53,0.04
2020-06-30,19.03,25.1,13.07,78.85,2.23,19.78,0.0
2020-07-01,19.0,24.82,13.78,79.82,2.44,17.82,0.0
2020-07-02,19.01,24.77,14.39,80.28,2.38,17.42,0.0
2020-07-03,18.97,24.94,13.52,79.89,2.29,19.77,0.0
2020-07-04,18.68,24.83,13.66,79.98,2.05,20.87,0.0
2020-07-05,18.69,24.66,13.35,78.88,1.91,18.84,0.03
2020-07-06,18.91,24.74,13.6,79.65,2.09,16.98,0.08
2020-07-07,18.78,24.46,13.99,80.07,2.26,15.6,0.03
2020-07-08,18.86,25.19,12.99,78.44,2.28,16.32,0.01
2020-07-09,18.89,25.17,13.22,75.95,2.3,19.91,0.01
2020-07-10,18.96,23.95,15.02,79.58,2.26,15.02,11.14
2020-07-11,19.37,25.68,13.55,79.0,2.16,16.66,2.26
2020-07-12,19.55,24.87,14.79,82.25,1.91,16.77,7.9
2020-07-13,18.9,23.48,15.14,82.2,2.11,14.43,10.6
2020-07-14,18.92,24.8,14.39,77.02,1.76,13.89,4.71
2020-07-15,19.08,25.22,13.62,78.37,2.08,16.47,0.65
2020-07-16,18.6,23.68,15.35,81.36,2.95,7.72,0.35
2020-07-17,17.62,23.51,13.34,75.3,2.78,17.62,0.03
2020-07-18,16.69,22.55,11.76,75.47,2.57,16.87,0.07
2020-07-19,17.24,23.32,11.79,74.0,2.2,18.51,0.01
2020-07-20,18.12,24.38,12.55,76.07,2.06,22.03,0.73
2020-07-21,18.15,24.12,12.76,79.03,1.85,17.9,1.14
2020-07-22,18.64,24.09,13.84,79.19,2.06,15.33,1.71
2020-07-23,18.56,24.19,13.79,80.94,2.23,12.95,3.68
2020-07-24,18.92,24.9,13.87,78.09,2.13,8.4,3.46
2020-07-25,18.71,25.09,13.03,75.08,2.42,19.15,0.04
2020-07-26,19.0,25.48,12.72,74.49,2.14,22.12,0.0
2020-07-27,19.17,25.03,13.15,75.57,1.8,17.75,0.02
2020-07-28,19.09,24.92,15.29,73.55,1.99,17.38,0.02
2020-07-29,18.88,25.13,12.69,75.27,2.06,17.53,0.0
2020-07-30,19.38,25.66,13.26,76.05,2.47,19.45,0.0
2020-07-31,20.0,26.8,13.7,73.34,2.24,21.37,0.0
2020-08-01,19.53,26.53,13.15,74.27,2.42,23.78,0.0
2020-08-02,18.8,25.69,13.21,72.11,2.63,22.83,0.0
2020-08-03,18.25,25.27,10.91,70.02,2.56,24.16,0.0
2020-08-04,19.58,25.51,14.14,70.32,2.15,20.18,0.44
2020-08-05,20.33,26.32,15.35,72.69,2.1,21.78,0.76
2020-08-06,20.75,27.39,13.95,70.37,1.94,21.4,0.01
2020-08-07,20.66,26.36,14.21,70.89,1.65,17.9,0.99
2020-08-08,19.84,25.83,14.75,73.21,2.16,12.7,1.96
2020-08-09,19.63,25.91,13.65,74.4,2.15,16.64,0.09
2020-08-10,20.87,26.98,14.06,71.78,1.64,18.58,0.13
2020-08-11,20.76,26.65,15.55,73.78,0.87,17.95,0.84
2020-08-12,20.97,26.73,16.08,74.02,1.51,10.2,1.12
2020-08-13,20.89,26.2,16.62,76.14,1.06,16.11,0.4
2020-08-14,20.93,26.08,16.67,76.41,1.28,12.65,0.53
2020-08-15,21.03,26.21,16.29,74.87,1.28,18.08,0.44
2020-08-16,21.39,27.56,15.47,72.06,1.93,15.93,0.04
2020-08-17,21.74,28.41,16.18,67.52,2.49,21.26,0.0
2020-08-18,20.84,27.43,14.31,69.18,1.98,17.65,0.01
2020-08-19,21.45,27.99,16.51,68.64,1.76,17.09,0.15
2020-08-20,21.56,26.82,16.62,72.71,1.9,16.3,2.56
2020-08-21,21.16,26.43,17.35,76.44,2.27,13.33,3.79
2020-08-22,20.98,26.78,16.11,75.52,2.5,17.06,1.47
2020-08-23,20.44,26.03,16.11,72.87,2.6,18.63,0.96
2020-08-24,20.44,26.64,13.7,70.23,2.06,17.54,2.18
2020-08-25,20.73,26.48,14.9,72.16,1.98,16.42,2.12
2020-08-26,20.67,27.2,15.8,73.49,2.27,20.16,2.85
2020-08-27,21.02,27.64,15.06,70.31,2.04,19.17,0.77
2020-08-28,21.09,27.98,13.9,67.2,1.94,18.86,0.14
2020-08-29,21.38,28.09,14.86,69.2,1.69,10.78,1.05
2020-08-30,21.16,27.15,16.04,70.49,1.44,20.38,0.29
2020-08-31,21.7,27.32,16.47,68.75,1.61,12.41,1.26
2020-09-01,20.92,26.91,16.26,71.18,1.84,22.58,0.78
2020-09-02,20.34,27.77,13.57,64.58,2.37,24.39,0.0
2020-09-03,20.2,27.61,11.83,63.58,2.12,25.2,0.0
2020-09-04,21.57,27.7,14.88,61.43,1.32,19.06,0.09
2020-09-05,21.86,28.12,15.23,63.52,1.61,17.88,0.63
2020-09-06,20.92,26.24,16.63,72.67,1.24,9.47,1.87
2020-09-07,19.54,24.67,16.43,79.89,1.76,7.1,10.01
2020-09-08,20.26,25.96,15.35,76.98,1.9,18.43,3.07
2020-09-09,20.83,25.86,15.69,71.64,1.97,12.77,2.91
2020-09-10,21.25,27.21,15.49,68.89,2.18,20.6,1.55
2020-09-11,21.07,27.7,14.91,70.31,2.09,20.58,0.53
2020-09-12,20.81,25.89,16.16,73.49,2.22,13.99,3.41
2020-09-13,21.29,27.8,15.51,69.58,2.39,22.56,0.25
2020-09-14,21.53,28.55,16.08,66.82,2.31,16.24,0.25
2020-09-15,21.68,28.5,16.12,68.21,2.16,22.71,0.71
2020-09-16,21.96,29.18,16.08,67.91,2.15,20.09,0.81
2020-09-17,22.38,30.01,16.95,66.77,2.11,24.57,0.34
2020-09-18,22.34,29.94,16.56,64.93,1.99,23.64,0.05
2020-09-19,21.58,28.43,15.89,69.55,2.07,23.37,1.59
2020-09-20,21.84,28.09,16.09,69.6,1.67,16.95,1.08
2020-09-21,21.56,27.11,17.48,73.06,1.41,19.94,3.7
2020-09-22,20.04,23.67,16.07,79.43,1.2,15.11,3.59
2020-09-23,21.55,27.73,16.61,69.28,2.36,13.56,1.91
2020-09-24,20.9,27.25,15.55,74.09,2.11,22.57,3.17
2020-09-25,21.62,27.71,16.3,73.57,1.62,14.72,1.5
2020-09-26,21.2,27.22,16.67,75.81,1.35,22.4,3.15
2020-09-27,20.25,26.23,15.79,81.05,1.53,19.58,2.1
2020-09-28,20.64,27.29,15.39,76.2,1.53,16.31,0.69
2020-09-29,21.83,27.57,17.21,72.39,1.37,21.38,1.37
2020-09-30,21.75,26.6,17.16,73.5,1.39,16.82,1.67
2020-10-01,20.66,25.67,16.85,79.78,1.18,17.01,8.13
2020-10-02,20.06,25.54,16.46,81.25,1.89,20.37,2.51
2020-10-03,21.62,27.17,16.01,68.49,1.6,17.66,1.7
2020-10-04,21.09,26.46,16.55,73.55,1.98,14.68,3.33
2020-10-05,21.35,28.01,15.76,73.24,1.52,23.44,2.02
2020-10-06,21.27,28.1,15.84,71.9,1.52,20.69,2.33
2020-10-07,21.29,28.67,15.49,71.57,1.66,19.39,0.54
2020-10-08,21.08,27.64,15.97,74.98,1.57,22.16,0.98
2020-10-09,21.23,26.63,16.08,72.78,1.28,13.33,1.19
2020-10-10,21.2,27.33,16.85,74.85,1.24,18.94,4.23
2020-10-11,21.43,27.58,15.97,74.32,1.47,24.13,1.37
2020-10-12,20.56,25.87,15.64,76.71,1.71,15.21,1.57
2020-10-13,20.89,26.44,15.69,74.55,1.52,17.55,3.4
2020-10-14,21.18,26.97,16.44,73.11,1.59,15.01,2.09
2020-10-15,21.02,26.14,16.57,75.3,1.67,20.48,0.91
2020-10-16,20.87,26.88,17.09,78.97,1.54,19.61,4.73
2020-10-17,21.79,27.5,17.2,73.3,1.65,19.5,1.63
2020-10-18,20.11,26.09,16.83,81.85,1.89,15.4,6.63
2020-10-19,20.94,26.79,16.55,78.79,1.39,19.14,5.31
2020-10-20,21.21,27.09,16.38,78.87,1.38,13.76,6.54
2020-10-21,20.24,25.68,17.15,83.47,1.49,16.9,9.92
2020-10-22,20.13,25.38,16.07,82.26,1.54,11.8,26.23
2020-10-23,20.83,26.63,15.98,79.14,1.53,18.23,0.96
2020-10-24,21.35,28.01,15.29,77.04,1.41,23.76,0.24
2020-10-25,21.19,26.75,16.38,80.97,1.4,18.47,3.24
2020-10-26,20.19,25.22,17.27,86.32,1.6,15.45,12.34
2020-10-27,19.64,24.87,16.31,83.44,1.51,14.01,2.16
2020-10-28,20.36,26.49,14.7,81.6,1.44,15.16,4.96
2020-10-29,18.39,22.26,15.77,89.33,1.8,13.3,8.75
2020-10-30,19.67,24.96,15.2,79.77,1.91,10.0,3.7
2020-10-31,19.41,25.45,16.1,80.84,1.85,15.62,4.81
2020-11-01,20.09,25.58,14.9,77.57,1.87,18.68,2.63
2020-11-02,20.81,26.01,16.83,75.39,1.76,15.17,1.72
2020-11-03,20.55,25.45,16.61,76.2,1.59,23.21,1.73
2020-11-04,20.28,24.81,16.32,81.23,1.23,11.86,18.04
2020-11-05,20.29,24.42,16.32,81.3,1.58,15.95,3.09
2020-11-06,19.17,23.34,16.51,85.22,1.44,9.81,17.61
2020-11-07,19.18,22.85,16.26,85.67,1.15,19.7,4.08
2020-11-08,19.95,23.94,15.92,83.29,1.51,19.41,2.59
2020-11-09,20.17,24.49,16.47,82.79,1.42,14.47,4.82
2020-11-10,19.24,24.46,15.3,83.76,1.55,9.94,4.62
2020-11-11,19.53,24.65,14.43,86.02,1.47,12.22,5.93
2020-11-12,20.29,25.61,15.42,81.74,1.26,21.19,1.72
2020-11-13,20.63,26.18,15.45,82.17,1.27,15.62,2.8
2020-11-14,20.68,26.77,15.76,82.39,1.46,14.31,3.35
2020-11-15,20.55,26.01,15.94,84.51,1.51,19.69,8.93
2020-11-16,20.54,26.23,15.25,81.73,1.39,15.94,8.01
2020-11-17,20.28,25.17,17.17,86.66,1.57,20.34,19.41
2020-11-18,19.79,24.7,16.23,86.6,1.34,11.62,10.71
2020-11-19,19.45,23.29,15.93,81.26,0.99,16.78,3.27
2020-11-20,20.41,27.2,14.33,77.17,1.21,21.77,2.11
2020-11-21,20.34,25.83,16.37,84.93,1.47,15.67,13.19
2020-11-22,20.59,25.05,16.58,82.29,1.54,13.72,6.54
2020-11-23,20.72,25.99,15.18,81.57,1.22,21.06,1.78
2020-11-24,20.43,25.47,16.59,85.68,1.18,13.65,3.38
2020-11-25,19.77,23.9,15.87,84.69,1.1,7.45,2.21
2020-11-26,21.01,27.09,16.14,79.85,1.2,22.18,0.47
2020-11-27,20.04,25.38,15.41,84.56,1.32,18.42,1.45
2020-11-28,19.55,25.48,15.23,86.34,1.74,15.96,1.93
2020-11-29,18.15,22.97,14.77,86.06,1.53,13.21,1.36
2020-11-30,20.22,26.08,15.27,81.93,1.35,18.34,1.19
2020-12-01,20.57,26.77,15.24,80.71,1.47,22.74,0.31
2020-12-02,20.3,25.81,15.49,82.37,1.79,17.58,1.65
2020-12-03,20.13,24.96,16.06,82.94,1.79,9.52,3.43
2020-12-04,19.81,24.72,16.03,85.48,1.38,17.37,5.87
2020-12-05,20.09,25.96,16.14,81.19,1.31,13.66,0.85
2020-12-06,20.1,25.7,14.39,80.58,1.66,21.51,0.56
2020-12-07,20.41,26.1,15.1,80.36,1.32,15.56,0.73
2020-12-08,20.8,26.82,15.45,79.11,1.31,18.6,0.28
2020-12-09,19.41,24.52,15.25,84.72,1.5,18.63,2.53
2020-12-10,20.42,26.46,14.84,79.63,1.71,17.35,1.23
2020-12-11,19.87,25.19,15.79,82.04,1.89,14.91,0.95
2020-12-12,19.7,23.56,16.39,84.76,1.36,20.74,39.66
2020-12-13,19.66,25.41,14.23,80.61,1.68,18.55,13.72
2020-12-14,19.93,25.83,14.01,77.04,1.82,22.44,1.22
2020-12-15,20.25,26.35,14.45,75.08,1.47,22.19,1.51
2020-12-16,20.75,26.72,14.75,75.14,1.47,19.48,2.67
2020-12-17,20.48,26.61,15.48,74.52,1.73,18.36,0.45
2020-12-18,20.05,25.87,16.19,79.09,1.95,13.24,2.53
2020-12-19,18.63,21.88,15.51,85.79,1.13,10.27,5.14
2020-12-20,19.52,25.24,14.61,83.25,1.67,14.92,2.28
2020-12-21,20.13,25.57,14.98,80.57,1.4,17.68,1.13
2020-12-22,20.61,26.5,14.29,77.67,1.29,13.1,1.51
2020-12-23,20.65,26.36,14.43,80.26,1.42,22.6,5.07
2020-12-24,20.79,26.05,15.46,79.58,1.56,14.57,4.03
2020-12-25,20.68,25.86,15.77,80.9,1.48,19.55,7.1
2020-12-26,20.44,25.98,14.89,81.92,1.6,17.63,4.18
2020-12-27,20.6,26.24,16.03,78.98,1.88,14.81,2.89
2020-12-28,20.84,27.4,15.64,71.04,1.79,21.5,0.08
2020-12-29,21.15,27.5,14.34,70.91,1.48,23.0,0.35
2020-12-30,21.25,26.98,15.98,74.33,1.51,21.21,3.56
2020-12-31,20.93,26.65,16.49,79.18,1.68,15.43,11.34
2021-01-01,18.74,22.68,16.2,88.32,1.88,9.6,11.94
2021-01-02,19.47,24.46,15.65,83.49,1.01,14.96,4.23
2021-01-03,19.4,22.97,16.06,82.82,1.01,14.61,0.82
2021-01-04,19.69,25.68,14.01,81.9,1.76,14.91,1.65
2021-01-05,20.11,25.66,14.8,81.2,1.47,18.72,1.49
2021-01-06,20.24,25.13,15.81,79.77,1.47,14.93,1.28
2021-01-07,20.88,27.31,15.06,74.51,1.56,20.9,0.11
2021-01-08,21.38,28.0,14.76,72.86,1.68,21.82,0.21
2021-01-09,20.65,27.11,15.32,81.45,1.24,13.56,2.86
2021-01-10,20.0,25.02,16.77,81.7,1.04,12.63,3.01
2021-01-11,20.55,25.74,16.0,81.78,0.84,11.68,14.89
2021-01-12,19.17,21.49,17.17,92.11,0.95,12.06,69.29
2021-01-13,20.01,24.14,16.22,82.93,1.3,11.47,11.18
2021-01-14,20.22,25.44,16.32,82.72,1.79,6.66,8.44
2021-01-15,20.37,24.88,16.55,81.63,1.45,10.44,5.52
2021-01-16,19.05,23.41,15.83,86.89,1.41,12.47,4.29
2021-01-17,19.68,25.29,14.89,83.51,1.44,18.92,1.67
2021-01-18,19.81,25.49,14.8,81.46,1.85,18.04,1.12
2021-01-19,19.51,24.8,14.34,81.72,1.76,16.82,3.59
2021-01-20,19.15,23.34,16.41,89.23,1.37,11.1,13.44
2021-01-21,20.02,25.09,15.17,81.44,1.51,20.02,10.85
2021-01-22,20.39,25.76,15.8,79.75,1.49,21.72,8.62
2021-01-23,19.2,22.16,16.29,84.83,0.82,14.79,2.96
2021-01-24,20.16,25.08,15.43,79.51,1.18,12.22,13.75
2021-01-25,19.46,23.72,15.17,84.47,1.19,13.58,10.67
2021-01-26,18.99,23.19,15.01,84.92,1.23,21.36,9.87
2021-01-27,19.97,26.74,13.53,78.06,1.39,24.75,0.54
2021-01-28,20.7,27.19,14.22,74.55,1.49,23.88,0.43
2021-01-29,21.01,27.36,15.43,69.98,1.52,23.6,0.4
2021-01-30,20.77,26.17,15.38,74.82,1.43,18.38,4.09
2021-01-31,21.07,26.29,17.27,77.3,1.38,20.99,0.83
2021-02-01,21.19,27.88,15.56,73.98,1.62,22.64,0.16
2021-02-02,21.09,26.67,15.96,72.2,1.35,22.69,1.33
2021-02-03,21.57,27.5,15.88,72.03,1.32,20.17,0.83
2021-02-04,20.43,25.18,15.66,81.68,1.21,15.48,6.38
2021-02-05,20.58,25.69,17.08,78.16,1.39,17.05,10.31
2021-02-06,20.83,26.65,16.69,78.79,1.59,14.99,8.99
2021-02-07,20.6,26.46,16.37,75.52,1.45,14.66,0.42
2021-02-08,20.61,27.24,14.38,71.38,1.65,17.04,0.09
2021-02-09,21.43,27.1,15.95,72.87,1.43,20.92,0.66
2021-02-10,21.64,27.09,16.5,76.66,1.49,10.98,3.7
2021-02-11,20.21,24.88,16.76,83.63,1.54,12.03,14.33
2021-02-12,19.84,24.18,17.13,85.6,1.38,10.51,21.31
2021-02-13,20.15,23.93,16.87,82.56,1.29,12.26,2.03
2021-02-14,19.52,22.67,16.66,86.22,1.18,17.96,2.23
2021-02-15,20.88,27.18,14.81,78.24,1.3,22.17,4.83
2021-02-16,21.02,26.08,16.71,81.91,1.22,12.3,18.77
2021-02-17,21.7,25.92,17.33,77.72,1.17,19.86,3.51
2021-02-18,21.33,25.53,17.28,78.71,1.27,9.85,3.6
2021-02-19,21.23,26.93,16.21,79.18,1.21,21.04,1.42
2021-02-20,20.88,26.79,15.31,79.31,1.36,14.16,0.91
2021-02-21,21.42,27.27,15.96,76.88,1.34,18.47,1.26
2021-02-22,20.95,25.66,17.25,80.16,0.99,14.19,0.91
2021-02-23,19.23,22.48,17.32,87.76,1.84,21.2,7.73
2021-02-24,20.04,25.26,16.1,80.85,1.68,14.4,1.82
2021-02-25,20.65,27.18,14.93,78.06,1.82,24.13,0.36
2021-02-26,20.75,26.4,15.31,75.92,1.32,21.41,1.7
2021-02-27,20.71,26.46,15.51,74.73,1.46,16.0,0.52
2021-02-28,21.14,27.52,15.25,73.85,1.61,24.86,0.62
2021-03-01,21.14,27.28,15.45,75.94,1.63,20.7,0.96
2021-03-02,21.38,26.75,16.2,78.19,1.7,21.68,1.95
2021-03-03,22.19,26.8,17.45,71.81,1.02,11.43,1.18
2021-03-04,22.0,27.28,17.33,75.95,1.67,16.55,4.63
