,Temp_Avg_C,Temp_Max_C,Temp_Min_C,Humidity_%,WindSpeed_ms,Solar_MJm2day,Rainfall_mm,ET0_mm_day,Kc,ETc_mm_day,Rainfall_effective_mm,Irrigation_requirement_mm
2020-07-13,18.9,23.48,15.14,82.2,2.11,14.43,10.6,2.785453412345102,0.9754761773292617,2.717143446803148,8.48,0.0
2020-07-14,18.92,24.8,14.39,77.02,1.76,13.89,4.71,2.868093198143218,0.9754761773292617,2.7977565891488028,3.7680000000000002,0.0
2020-07-15,19.08,25.22,13.62,78.37,2.08,16.47,0.65,3.1876836338944115,0.9754761773292617,3.10950944572637,0.52,2.58950944572637
2020-07-16,18.6,23.68,15.35,81.36,2.95,7.72,0.35,2.1610041199413783,0.9754761773292617,2.108008038113201,0.27999999999999997,1.828008038113201
2020-07-17,17.62,23.51,13.34,75.3,2.78,17.62,0.03,3.3918553980170665,0.9754761773292617,3.3086741377113094,0.024,3.2846741377113093
2020-07-18,16.69,22.55,11.76,75.47,2.57,16.87,0.07,3.1687589432460244,0.9754761773292617,3.0910488608355426,0.05600000000000001,3.0350488608355426
2020-07-19,17.24,23.32,11.79,74.0,2.2,18.51,0.01,3.3962342225826876,0.9754761773292617,3.3129455767597773,0.008,3.3049455767597773
2020-07-20,18.12,24.38,12.55,76.07,2.06,22.03,0.73,3.810150948062219,0.9754761773292617,3.716711481863196,0.584,3.132711481863196
2020-07-21,18.15,24.12,12.76,79.03,1.85,17.9,1.14,3.230899358418127,0.7773315360350066,2.51147996105368,0.9119999999999999,1.5994799610536803
2020-07-22,18.64,24.09,13.84,79.19,2.06,15.33,1.71,2.984396480559596,0.7773315360350066,2.3198655003708586,1.368,0.9518655003708585
2020-07-23,18.56,24.19,13.79,80.94,2.23,12.95,3.68,2.6704118745249916,0.7773315360350066,2.075795364270633,2.9440000000000004,0.0
2020-07-24,18.92,24.9,13.87,78.09,2.13,8.4,3.46,2.258762817074291,0.7773315360350066,1.755807570135117,2.7680000000000002,0.0
2020-07-25,18.71,25.09,13.03,75.08,2.42,19.15,0.04,3.638863447481394,0.7773315360350066,2.8286033130523514,0.032,2.7966033130523513
2020-07-26,19.0,25.48,12.72,74.49,2.14,22.12,0.0,3.9866048043519773,0.7249298548115766,2.8900088420100123,0.0,2.8900088420100123
2020-07-27,19.17,25.03,13.15,75.57,1.8,17.75,0.02,3.389788338088451,0.7249298548115766,2.457358767772436,0.016,2.441358767772436
2020-07-28,19.09,24.92,15.29,73.55,1.99,17.38,0.02,3.4829521010635474,0.7249298548115766,2.524895960939673,0.016,2.508895960939673
2020-07-29,18.88,25.13,12.69,75.27,2.06,17.53,0.0,3.4028290540908688,0.7249298548115766,2.466812372130708,0.0,2.466812372130708
2020-07-30,19.38,25.66,13.26,76.05,2.47,19.45,0.0,3.712715796466585,0.7249298548115766,2.6914585232891683,0.0,2.6914585232891683
2020-07-31,20.0,26.8,13.7,73.34,2.24,21.37,0.0,4.098224125464044,0.6861268424944451,2.811901579039203,0.0,2.811901579039203
2020-08-01,19.53,26.53,13.15,74.27,2.42,23.78,0.0,4.332428062911001,0.6861268424944451,2.9725951871394503,0.0,2.9725951871394503
2020-08-02,18.8,25.69,13.21,72.11,2.63,22.83,0.0,4.253187081201906,0.6861268424944451,2.918225822563229,0.0,2.918225822563229
2020-08-03,18.25,25.27,10.91,70.02,2.56,24.16,0.0,4.349422412014167,0.6861268424944451,2.984255466229854,0.0,2.984255466229854
2020-08-04,19.58,25.51,14.14,70.32,2.15,20.18,0.44,3.9706237697411417,0.6861268424944451,2.7243515498658804,0.35200000000000004,2.3723515498658805
2020-08-05,20.33,26.32,15.35,72.69,2.1,21.78,0.76,4.1877742324247205,0.6476571910751903,2.7122420962292555,0.6080000000000001,2.1042420962292554
2020-08-06,20.75,27.39,13.95,70.37,1.94,21.4,0.01,4.214805993217977,0.6476571910751903,2.7297494104944326,0.008,2.7217494104944326
2020-08-07,20.66,26.36,14.21,70.89,1.65,17.9,0.99,3.6463091622949917,0.6476571910751903,2.3615583498437043,0.792,1.5695583498437042
2020-08-08,19.84,25.83,14.75,73.21,2.16,12.7,1.96,3.0366689343333433,0.6476571910751903,1.9667204722356244,1.568,0.39872047223562435
2020-08-09,19.63,25.91,13.65,74.4,2.15,16.64,0.09,3.443406913794378,0.6476571910751903,2.2301472495169565,0.072,2.1581472495169565
2020-08-10,20.87,26.98,14.06,71.78,1.64,18.58,0.13,3.7498055306630476,0.6476571910751903,2.4285885170674426,0.10400000000000001,2.3245885170674425
2020-08-11,20.76,26.65,15.55,73.78,0.87,17.95,0.84,3.4682581838594433,0.6476571910751903,2.2462423532819478,0.672,1.5742423532819476
2020-08-12,20.97,26.73,16.08,74.02,1.51,10.2,1.12,2.6008968958853464,0.6476571910751903,1.684489577865285,0.8960000000000001,0.788489577865285
2020-08-13,20.89,26.2,16.62,76.14,1.06,16.11,0.4,3.236980127292173,0.6476571910751903,2.096453456808261,0.32000000000000006,1.7764534568082608
2020-08-14,20.93,26.08,16.67,76.41,1.28,12.65,0.53,2.804246444926478,0.6476571910751903,1.8161903756036708,0.42400000000000004,1.3921903756036706
2020-08-15,21.03,26.21,16.29,74.87,1.28,18.08,0.44,3.57594776338111,0.6476571910751903,2.315988283863019,0.35200000000000004,1.9639882838630187
2020-08-16,21.39,27.56,15.47,72.06,1.93,15.93,0.04,3.5576141654630096,0.6476571910751903,2.30411439733308,0.032,2.27211439733308
2020-08-17,21.74,28.41,16.18,67.52,2.49,21.26,0.0,4.619153977171833,0.6476571910751903,2.991628289998903,0.0,2.991628289998903
2020-08-18,20.84,27.43,14.31,69.18,1.98,17.65,0.01,3.8374987056304444,0.6476571910751903,2.485383632443292,0.008,2.477383632443292
2020-08-19,21.45,27.99,16.51,68.64,1.76,17.09,0.15,3.81977338189271,0.6476571910751903,2.4739036990604126,0.12,2.3539036990604125
2020-08-20,21.56,26.82,16.62,72.71,1.9,16.3,2.56,3.5828661674168485,0.6476571910751903,2.3204690379875283,2.048,0.2724690379875283
2020-08-21,21.16,26.43,17.35,76.44,2.27,13.33,3.79,3.148012558578722,0.6476571910751903,2.038832971158518,3.032,0.0
2020-08-22,20.98,26.78,16.11,75.52,2.5,17.06,1.47,3.680432562917732,0.6476571910751903,2.383658615640962,1.176,1.2076586156409619
2020-08-23,20.44,26.03,16.11,72.87,2.6,18.63,0.96,3.9451397672547692,0.6476571910751903,2.5550981400592536,0.768,1.7870981400592536
2020-08-24,20.44,26.64,13.7,70.23,2.06,17.54,2.18,3.7576880643631467,0.6476571910751903,2.4336936967022043,1.7440000000000002,0.689693696702204
2020-08-25,20.73,26.48,14.9,72.16,1.98,16.42,2.12,3.568392038070343,0.6476571910751903,2.311094764031712,1.6960000000000002,0.6150947640317117
2020-08-26,20.67,27.2,15.8,73.49,2.27,20.16,2.85,4.122868762912573,0.6476571910751903,2.6702056021596015,2.2800000000000002,0.3902056021596012
2020-08-27,21.02,27.64,15.06,70.31,2.04,19.17,0.77,4.068253995714686,0.6476571910751903,2.634833955444993,0.6160000000000001,2.018833955444993
2020-08-28,21.09,27.98,13.9,67.2,1.94,18.86,0.14,4.087670714833659,0.6476571910751903,2.647409333209483,0.11200000000000002,2.5354093332094827
2020-08-29,21.38,28.09,14.86,69.2,1.69,10.78,1.05,2.9308121762228945,0.6476571910751903,1.8981615816214854,0.8400000000000001,1.0581615816214853
2020-08-30,21.16,27.15,16.04,70.49,1.44,20.38,0.29,4.0831974393490595,0.6476571910751903,2.6445121841742214,0.23199999999999998,2.412512184174221
2020-08-31,21.7,27.32,16.47,68.75,1.61,12.41,1.26,3.137176522783488,0.6476571910751903,2.0318149346529863,1.008,1.0238149346529863
2020-09-01,20.92,26.91,16.26,71.18,1.84,22.58,0.78,4.439998365416224,0.6476571910751903,2.8755968697239074,0.6240000000000001,2.2515968697239073
2020-09-02,20.34,27.77,13.57,64.58,2.37,24.39,0.0,4.947063472154054,0.6476571910751903,3.204001232445972,0.0,3.204001232445972
2020-09-03,20.2,27.61,11.83,63.58,2.12,25.2,0.0,4.937745439778458,0.6476571910751903,3.197966341771246,0.0,3.197966341771246
2020-09-04,21.57,27.7,14.88,61.43,1.32,19.06,0.09,4.058667996899325,0.6476571910751903,2.6286255143785855,0.072,2.5566255143785854
2020-09-05,21.86,28.12,15.23,63.52,1.61,17.88,0.63,4.017250634780037,0.6476571910751903,2.601801261966664,0.504,2.097801261966664
2020-09-06,20.92,26.24,16.63,72.67,1.24,9.47,1.87,2.4764479538028326,0.6476571910751903,1.6038893256038451,1.4960000000000002,0.1078893256038449
2020-09-07,19.54,24.67,16.43,79.89,1.76,7.1,10.01,2.0414783608652947,0.6476571910751903,1.3221781408388005,8.008000000000001,0.0
2020-09-08,20.26,25.96,15.35,76.98,1.9,18.43,3.07,3.669070252901183,0.6476571910751903,2.376299733851518,2.456,0.0
2020-09-09,20.83,25.86,15.69,71.64,1.97,12.77,2.91,3.1316147538501387,0.6476571910751903,2.0282128150082044,2.3280000000000003,0.0
2020-09-10,21.25,27.21,15.49,68.89,2.18,20.6,1.55,4.348785755724315,0.6476571910751903,2.816522367140208,1.2400000000000002,1.5765223671402078
2020-09-11,21.07,27.7,14.91,70.31,2.09,20.58,0.53,4.291134517859933,0.6476571910751903,2.7791841283629553,0.42400000000000004,2.3551841283629553
2020-09-12,20.81,25.89,16.16,73.49,2.22,13.99,3.41,3.3016914165194025,0.6476571910751903,2.1383641886200224,2.728,0.0
2020-09-13,21.29,27.8,15.51,69.58,2.39,22.56,0.25,4.668451454931857,0.6476571910751903,3.0235561559720514,0.2,2.8235561559720512
2020-09-14,21.53,28.55,16.08,66.82,2.31,16.24,0.25,4.021283618146456,0.6476571910751903,2.604413252645412,0.2,2.4044132526454116
2020-09-15,21.68,28.5,16.12,68.21,2.16,22.71,0.71,4.762793235564885,0.6476571910751903,3.0846572886178705,0.568,2.5166572886178704
2020-09-16,21.96,29.18,16.08,67.91,2.15,20.09,0.81,4.47948058430818,0.6476571910751903,2.901167812708888,0.6480000000000001,2.2531678127088877
2020-09-17,22.38,30.01,16.95,66.77,2.11,24.57,0.34,5.202456944255063,0.6476571910751903,3.369408651205852,0.272,3.0974086512058516
2020-09-18,22.34,29.94,16.56,64.93,1.99,23.64,0.05,5.076871508789207,0.6476571910751903,3.288072340832081,0.04000000000000001,3.248072340832081
2020-09-19,21.58,28.43,15.89,69.55,2.07,23.37,1.59,4.776416898939456,0.8458872700390554,4.040310251212308,1.2720000000000002,2.7683102512123074
2020-09-20,21.84,28.09,16.09,69.6,1.67,16.95,1.08,3.800745573897584,0.8458872700390554,3.2150022976172505,0.8640000000000001,2.35100229761725
2020-09-21,21.56,27.11,17.48,73.06,1.41,19.94,3.7,4.047770098862607,0.8458872700390554,3.423957198672608,2.9600000000000004,0.46395719867260743
2020-09-22,20.04,23.67,16.07,79.43,1.2,15.11,3.59,3.0241182204450343,0.8458872700390554,2.558063105767616,2.872,0.0
2020-09-23,21.55,27.73,16.61,69.28,2.36,13.56,1.91,3.569002022855335,0.8458872700390554,3.018973377876966,1.528,1.490973377876966
2020-09-24,20.9,27.25,15.55,74.09,2.11,22.57,3.17,4.438304434436834,0.8458872700390554,3.754305221648007,2.536,1.218305221648007
2020-09-25,21.62,27.71,16.3,73.57,1.62,14.72,1.5,3.359874246769424,0.8458872700390554,2.8420748542743155,1.2000000000000002,1.6420748542743153
2020-09-26,21.2,27.22,16.67,75.81,1.35,22.4,3.15,4.307120781671686,0.8458872700390554,3.643338639736745,2.52,1.1233386397367449
2020-09-27,20.25,26.23,15.79,81.05,1.53,19.58,2.1,3.721990661878193,0.8458872700390554,3.1483845200870015,1.6800000000000002,1.4683845200870014
2020-09-28,20.64,27.29,15.39,76.2,1.53,16.31,0.69,3.434881793491717,0.8458872700390554,2.905522783203563,0.5519999999999999,2.353522783203563
2020-09-29,21.83,27.57,17.21,72.39,1.37,21.38,1.37,4.284986829732158,0.8458872700390554,3.6246158115554414,1.096,2.5286158115554414
2020-09-30,21.75,26.6,17.16,73.5,1.39,16.82,1.67,3.57840842388685,0.8458872700390554,3.0269301327664064,1.336,1.6909301327664064
2020-10-01,20.66,25.67,16.85,79.78,1.18,17.01,8.13,3.375038443561654,0.8458872700390554,2.85490205530123,6.504000000000001,0.0
2020-10-02,20.06,25.54,16.46,81.25,1.89,20.37,2.51,3.82423070188838,0.8458872700390554,3.2348680684199023,2.008,1.2268680684199023
2020-10-03,21.62,27.17,16.01,68.49,1.6,17.66,1.7,3.8600056457765826,0.8458872700390554,3.2651296380412944,1.36,1.9051296380412943
2020-10-04,21.09,26.46,16.55,73.55,1.98,14.68,3.33,3.3885692567966386,0.8458872700390554,2.8663475979699795,2.664,0.20234759796997936
2020-10-05,21.35,28.01,15.76,73.24,1.52,23.44,2.02,4.55637725584568,0.8458872700390554,3.854181518215345,1.616,2.238181518215345
2020-10-06,21.27,28.1,15.84,71.9,1.52,20.69,2.33,4.20752946439246,0.8458872700390554,3.5590956122438264,1.864,1.6950956122438263
2020-10-07,21.29,28.67,15.49,71.57,1.66,19.39,0.54,4.092111590108365,0.8458872700390554,3.461465101651943,0.43200000000000005,3.029465101651943
2020-10-08,21.08,27.64,15.97,74.98,1.57,22.16,0.98,4.324595412670749,0.8458872700390554,3.6581202076474817,0.784,2.874120207647482
2020-10-09,21.23,26.63,16.08,72.78,1.28,13.33,1.19,3.045785014840289,0.8458872700390554,2.5763907713291156,0.952,1.6243907713291157
2020-10-10,21.2,27.33,16.85,74.85,1.24,18.94,4.23,3.8266156602567745,0.8458872700390554,3.2368854743433007,3.3840000000000003,0.0
2020-10-11,21.43,27.58,15.97,74.32,1.47,24.13,1.37,4.609704980135964,0.8458872700390554,3.8992907613326486,1.096,2.8032907613326485
2020-10-12,20.56,25.87,15.64,76.71,1.71,15.21,1.57,3.2539409945985276,0.8458872700390554,2.752467264789117,1.2560000000000002,1.4964672647891168
2020-10-13,20.89,26.44,15.69,74.55,1.52,17.55,3.4,3.6233191115839194,0.8458872700390554,3.064919511778057,2.72,0.3449195117780568
2020-10-14,21.18,26.97,16.44,73.11,1.59,15.01,2.09,3.3719102433471297,0.8458872700390554,2.8522559505616307,1.672,1.1802559505616308
2020-10-15,21.02,26.14,16.57,75.3,1.67,20.48,0.91,4.04135715170601,0.8458872700390554,3.4185325683094097,0.7280000000000001,2.6905325683094095
2020-10-16,20.87,26.88,17.09,78.97,1.54,19.61,4.73,3.85451369597013,0.8458872700390554,3.260484067612323,3.7840000000000007,0.0
2020-10-17,21.79,27.5,17.2,73.3,1.65,19.5,1.63,4.055604528838901,0.8458872700390554,3.430584243257568,1.304,2.126584243257568
2020-10-18,20.11,26.09,16.83,81.85,1.89,15.4,6.63,3.1685032351313875,0.8458872700390554,2.6801965516752047,5.304,0.0
2020-10-19,20.94,26.79,16.55,78.79,1.39,19.14,5.31,3.761789787590167,0.8458872700390554,3.1820500938854446,4.248,0.0
2020-10-20,21.21,27.09,16.38,78.87,1.38,13.76,6.54,3.008573585191169,0.8458872700390554,2.5449140966889714,5.232,0.0
2020-10-21,20.24,25.68,17.15,83.47,1.49,16.9,9.92,3.295084176117549,0.8458872700390554,2.7872697582849635,7.936,0.0
2020-10-22,20.13,25.38,16.07,82.26,1.54,11.8,26.23,2.5934697981765744,0.8458872700390554,2.1937830875083226,20.984,0.0
2020-10-23,20.83,26.63,15.98,79.14,1.53,18.23,0.96,3.6181682187134347,0.8458872700390554,3.060562437069579,0.768,2.292562437069579
2020-10-24,21.35,28.01,15.29,77.04,1.41,23.76,0.24,4.493952846237864,1.0890470137867272,4.894125927293709,0.192,4.702125927293709
2020-10-25,21.19,26.75,16.38,80.97,1.4,18.47,3.24,3.622751205098251,1.0890470137867272,3.9453463816045176,2.5920000000000005,1.353346381604517
2020-10-26,20.19,25.22,17.27,86.32,1.6,15.45,12.34,3.008117685488366,1.0890470137867272,3.2759815825001466,9.872,0.0
2020-10-27,19.64,24.87,16.31,83.44,1.51,14.01,2.16,2.837469584620382,1.0890470137867272,3.090137777841492,1.7280000000000002,1.3621377778414918
2020-10-28,20.36,26.49,14.7,81.6,1.44,15.16,4.96,3.0775174501097755,1.0890470137867272,3.3515611889185943,3.968,0.0
2020-10-29,18.39,22.26,15.77,89.33,1.8,13.3,8.75,2.4811892194471064,1.0890470137867272,2.702131710078692,7.0,0.0
2020-10-30,19.67,24.96,15.2,79.77,1.91,10.0,3.7,2.445436259955113,1.0890470137867272,2.6631950563098985,2.9600000000000004,0.0
2020-10-31,19.41,25.45,16.1,80.84,1.85,15.62,4.81,3.1614417468286606,1.0890470137867272,3.442958693644447,3.848,0.0
2020-11-01,20.09,25.58,14.9,77.57,1.87,18.68,2.63,3.660086770856148,1.0890470137867272,3.9860065680011934,2.104,1.8820065680011933
2020-11-02,20.81,26.01,16.83,75.39,1.76,15.17,1.72,3.3219187306468725,1.0890470137867272,3.617725673653172,1.3760000000000001,2.241725673653172
2020-11-03,20.55,25.45,16.61,76.2,1.59,23.21,1.73,4.316299462388009,1.0890470137867272,4.7006530401229165,1.3840000000000001,3.316653040122916
2020-11-04,20.28,24.81,16.32,81.23,1.23,11.86,18.04,2.5731500845050563,1.0890470137867272,2.802281415555296,14.432,0.0
2020-11-05,20.29,24.42,16.32,81.3,1.58,15.95,3.09,3.162006953309555,1.0890470137867272,3.4435742300746384,2.472,0.9715742300746384
2020-11-06,19.17,23.34,16.51,85.22,1.44,9.81,17.61,2.1695064985030434,1.0890470137867272,2.3626945735856384,14.088000000000001,0.0
2020-11-07,19.18,22.85,16.26,85.67,1.15,19.7,4.08,3.485790956754246,1.0890470137867272,3.7961902321379903,3.2640000000000002,0.5321902321379901
2020-11-08,19.95,23.94,15.92,83.29,1.51,19.41,2.59,3.543831289614567,1.0890470137867272,3.8593988833187103,2.072,1.7873988833187102
2020-11-09,20.17,24.49,16.47,82.79,1.42,14.47,4.82,2.909748224701725,1.0890470137867272,3.168852614982644,3.8560000000000003,0.0
2020-11-10,19.24,24.46,15.3,83.76,1.55,9.94,4.62,2.242837129765341,1.0890470137867272,2.4425550785809387,3.696,0.0
2020-11-11,19.53,24.65,14.43,86.02,1.47,12.22,5.93,2.4846130461871008,1.0890470137867272,2.7058604183656056,4.744,0.0
2020-11-12,20.29,25.61,15.42,81.74,1.26,21.19,1.72,3.8720394740197537,1.0890470137867272,4.216833026445543,1.3760000000000001,2.8408330264455426
2020-11-13,20.63,26.18,15.45,82.17,1.27,15.62,2.8,3.1129468599863857,1.0890470137867272,3.3901454819449426,2.2399999999999998,1.1501454819449428
2020-11-14,20.68,26.77,15.76,82.39,1.46,14.31,3.35,2.963575094360478,1.0890470137867272,3.227472606645997,2.68,0.547472606645997
2020-11-15,20.55,26.01,15.94,84.51,1.51,19.69,8.93,3.6437550972722095,1.0890470137867272,3.9682206076544655,7.144,0.0
2020-11-16,20.54,26.23,15.25,81.73,1.39,15.94,8.01,3.1706099250161635,1.0890470137867272,3.452943270721412,6.408,0.0
2020-11-17,20.28,25.17,17.17,86.66,1.57,20.34,19.41,3.6646334934364404,1.0890470137867272,3.990958162649777,15.528,0.0
2020-11-18,19.79,24.7,16.23,86.6,1.34,11.62,10.71,2.4064098098233395,1.0890470137867272,2.620693417335194,8.568000000000001,0.0
2020-11-19,19.45,23.29,15.93,81.26,0.99,16.78,3.27,3.1516603718460736,1.0890470137867272,3.4323063164289325,2.616,0.8163063164289324
2020-11-20,20.41,27.2,14.33,77.17,1.21,21.77,2.11,4.0613864978188925,1.0890470137867272,4.423040837283399,1.688,2.7350408372833996
2020-11-21,20.34,25.83,16.37,84.93,1.47,15.67,13.19,3.059727343825202,1.0890470137867272,3.332186926794431,10.552,0.0
2020-11-22,20.59,25.05,16.58,82.29,1.54,13.72,6.54,2.848929543103787,1.0890470137867272,3.1026182114059644,5.232,0.0
2020-11-23,20.72,25.99,15.18,81.57,1.22,21.06,1.78,3.873832303020424,1.0809533164233494,4.187431875217829,1.4240000000000002,2.7634318752178286
2020-11-24,20.43,25.47,16.59,85.68,1.18,13.65,3.38,2.7402430525493924,1.0809533164233494,2.962074815459308,2.704,0.25807481545930777
2020-11-25,19.77,23.9,15.87,84.69,1.1,7.45,2.21,1.827331389291659,1.0809533164233494,1.9752599254593053,1.768,0.20725992545930527
2020-11-26,21.01,27.09,16.14,79.85,1.2,22.18,0.47,4.1293024249709065,1.0809533164233494,4.46358315078728,0.376,4.08758315078728
2020-11-27,20.04,25.38,15.41,84.56,1.32,18.42,1.45,3.4031802904153268,1.0809533164233494,3.6786790213110248,1.16,2.5186790213110246
2020-11-28,19.55,25.48,15.23,86.34,1.74,15.96,1.93,3.007619150853067,1.0809533164233494,3.2510958956530005,1.544,1.7070958956530005
2020-11-29,18.15,22.97,14.77,86.06,1.53,13.21,1.36,2.532713507031288,1.0809533164233494,2.7377450649756825,1.088,1.6497450649756824
2020-11-30,20.22,26.08,15.27,81.93,1.35,18.34,1.19,3.4700839222654927,1.0809533164233494,3.7509987240402283,0.952,2.7989987240402283
2020-12-01,20.57,26.77,15.24,80.71,1.47,22.74,0.31,4.14893660114476,1.0809533164233494,4.484806778637647,0.248,4.236806778637646
2020-12-02,20.3,25.81,15.49,82.37,1.79,17.58,1.65,3.377566422533334,1.0809533164233494,3.650991625877555,1.32,2.330991625877555
2020-12-03,20.13,24.96,16.06,82.94,1.79,9.52,3.43,2.2672267145161222,1.0809533164233494,2.450766236139817,2.744,0.0
2020-12-04,19.81,24.72,16.03,85.48,1.38,17.37,5.87,3.2168391559985436,1.0809533164233494,3.4772529540771138,4.696000000000001,0.0
2020-12-05,20.09,25.96,16.14,81.19,1.31,13.66,0.85,2.8381882852470617,1.0809533164233494,3.0679490395717104,0.68,2.3879490395717102
2020-12-06,20.1,25.7,14.39,80.58,1.66,21.51,0.56,3.903781365670228,1.0809533164233494,4.219805413812905,0.44800000000000006,3.771805413812905
2020-12-07,20.41,26.1,15.1,80.36,1.32,15.56,0.73,3.116545709598775,1.0809533164233494,3.3688404205757565,0.584,2.7848404205757564
2020-12-08,20.8,26.82,15.45,79.11,1.31,18.6,0.28,3.6055541644386553,1.0809533164233494,3.897435731593983,0.22400000000000003,3.6734357315939827
2020-12-09,19.41,24.52,15.25,84.72,1.5,18.63,2.53,3.3659892133233416,1.0809533164233494,3.6384772031870867,2.024,1.6144772031870867
2020-12-10,20.42,26.46,14.84,79.63,1.71,17.35,1.23,3.427587881507999,1.0809533164233494,3.705062487848554,0.984,2.721062487848554
2020-12-11,19.87,25.19,15.79,82.04,1.89,14.91,0.95,3.009178157377258,1.0809533164233494,3.2527811089256504,0.76,2.4927811089256506
2020-12-12,19.7,23.56,16.39,84.76,1.36,20.74,39.66,3.65609865644222,1.0809533164233494,3.9520719678521696,31.727999999999998,0.0
2020-12-13,19.66,25.41,14.23,80.61,1.68,18.55,13.72,3.479061881008769,1.0809533164233494,3.7607034783184847,10.976,0.0
2020-12-14,19.93,25.83,14.01,77.04,1.82,22.44,1.22,4.106561180558667,1.0809533164233494,4.439000927220276,0.976,3.4630009272202757
2020-12-15,20.25,26.35,14.45,75.08,1.47,22.19,1.51,4.128356008872623,1.0809533164233494,4.462560119167124,1.2080000000000002,3.254560119167124
2020-12-16,20.75,26.72,14.75,75.14,1.47,19.48,2.67,3.8066549369912064,1.0809533164233494,4.11481627861996,2.136,1.9788162786199601
2020-12-17,20.48,26.61,15.48,74.52,1.73,18.36,0.45,3.721084808404047,1.0809533164233494,4.022318964336899,0.36000000000000004,3.6623189643368987
2020-12-18,20.05,25.87,16.19,79.09,1.95,13.24,2.53,2.9292798668094298,1.0809533164233494,3.1664147867598,2.024,1.1424147867598
2020-12-19,18.63,21.88,15.51,85.79,1.13,10.27,5.14,2.1349569146392664,1.0809533164233494,2.3077887573002767,4.112,0.0
2020-12-20,19.52,25.24,14.61,83.25,1.67,14.92,2.28,2.9294680046224277,1.0809533164233494,3.166618154952705,1.8239999999999998,1.3426181549527052
2020-12-21,20.13,25.57,14.98,80.57,1.4,17.68,1.13,3.3802779513656214,1.0809533164233494,3.653922661961394,0.9039999999999999,2.749922661961394
2020-12-22,20.61,26.5,14.29,77.67,1.29,13.1,1.51,2.8338528131384044,1.0809533164233494,3.0632625966175966,1.2080000000000002,1.8552625966175964
2020-12-23,20.65,26.36,14.43,80.26,1.42,22.6,5.07,4.101556643475483,1.0809533164233494,4.433591256263044,4.056,0.37759125626304435
2020-12-24,20.79,26.05,15.46,79.58,1.56,14.57,4.03,3.0436218407113067,1.0809533164233494,3.2900131226554263,3.224,0.06601312265542614
2020-12-25,20.68,25.86,15.77,80.9,1.48,19.55,7.1,3.6815729682095517,1.0809533164233494,3.979608509640669,5.68,0.0
2020-12-26,20.44,25.98,14.89,81.92,1.6,17.63,4.18,3.382758727301667,1.0809533164233494,3.656604264936765,3.344,0.3126042649367653
2020-12-27,20.6,26.24,16.03,78.98,1.88,14.81,2.89,3.1512595533919137,1.0809533164233494,3.406364465149752,2.3120000000000003,1.0943644651497517
2020-12-28,20.84,27.4,15.64,71.04,1.79,21.5,0.08,4.294067106966115,1.0809533164233494,4.641686080219439,0.064,4.577686080219439
2020-12-29,21.15,27.5,14.34,70.91,1.48,23.0,0.35,4.41230353507339,1.0809533164233494,4.769494139304049,0.27999999999999997,4.489494139304049
2020-12-30,21.25,26.98,15.98,74.33,1.51,21.21,3.56,4.125654652225463,1.0809533164233494,4.459640078740534,2.8480000000000003,1.611640078740534
2020-12-31,20.93,26.65,16.49,79.18,1.68,15.43,11.34,3.2342835449848435,1.0809533164233494,3.4961095242048335,9.072000000000001,0.0
2021-01-01,18.74,22.68,16.2,88.32,1.88,9.6,11.94,2.042967996845665,1.0809533164233494,2.2083530315370883,9.552,0.0
2021-01-02,19.47,24.46,15.65,83.49,1.01,14.96,4.23,2.883593486585022,1.0809533164233494,3.1170299425408485,3.3840000000000003,0.0
2021-01-03,19.4,22.97,16.06,82.82,1.01,14.61,0.82,2.8173663615871583,1.0809533164233494,3.045441512137224,0.656,2.389441512137224
2021-01-04,19.69,25.68,14.01,81.9,1.76,14.91,1.65,2.986254795261182,1.0809533164233494,3.228002024622705,1.32,1.9080020246227047
2021-01-05,20.11,25.66,14.8,81.2,1.47,18.72,1.49,3.51862579971781,1.0809533164233494,3.8034702274577263,1.192,2.611470227457726
2021-01-06,20.24,25.13,15.81,79.77,1.47,14.93,1.28,3.0435376576622386,1.0809533164233494,3.2899221247093493,1.024,2.2659221247093493
2021-01-07,20.88,27.31,15.06,74.51,1.56,20.9,0.11,4.074688560188413,1.1495151102723837,4.683916069590604,0.08800000000000001,4.595916069590604
2021-01-08,21.38,28.0,14.76,72.86,1.68,21.82,0.21,4.30460655487725,1.1495151102723837,4.948210278608947,0.168,4.780210278608947
2021-01-09,20.65,27.11,15.32,81.45,1.24,13.56,2.86,2.849143260384971,1.1495151102723837,3.275133229143249,2.288,0.9871332291432493
2021-01-10,20.0,25.02,16.77,81.7,1.04,12.63,3.01,2.6373414117612586,1.1495151102723837,3.0316638037666674,2.408,0.6236638037666675
2021-01-11,20.55,25.74,16.0,81.78,0.84,11.68,14.89,2.4919574152023154,1.1495151102723837,2.864542702930374,11.912,0.0
2021-01-12,19.17,21.49,17.17,92.11,0.95,12.06,69.29,2.3068569800027285,1.1495151102723837,2.6517669557504546,55.43200000000001,0.0
2021-01-13,20.01,24.14,16.22,82.93,1.3,11.47,11.18,2.4598652670693295,1.1495151102723837,2.827652293730407,8.944,0.0
2021-01-14,20.22,25.44,16.32,82.72,1.79,6.66,8.44,1.9127040680746557,1.1495151102723837,2.198682227731275,6.752,0.0
2021-01-15,20.37,24.88,16.55,81.63,1.45,10.44,5.52,2.397637804182422,1.1495151102723837,2.756120884867993,4.4159999999999995,0.0
